name,sfr_h18,tf_type,nndist_proj,nndist_kd,tf_confidence,modelu_rcorr,econame,mu_delta,grpn,fc,logmh,grpnassoc,grp,grpradeg,grpdedeg,logmhdyn,grpsig,grprproj,logmhdynstack,logmh_e17,logmhdynh_e17,grp_e17,exth,modelg_r,extj,extk,e_uhmag,exti,ukmag,extg,2kmag,nuvmag,extz,dedeg,e_zmag,e_ukmag,e_uymag,extu,radeg,extr,e_2kmag,2jmag,r50,gmag,uymag,rmag,modelg_i,modelg_j,dgr,2hmag,imag,b_a,extnuv,r90,e_2hmag,e_imag,modelu_j,modelu_k,modelu_i,modelu_r,logmstar,e_uvm2mag,grpcz,uvm2mag,e_rmag,absrmag,modelg_k,zmag,extuvm2,exty,e_umag,cz,e_nuvmag,e_2jmag,e_gmag,uhmag,umag,fl_insample,ef21corr_rand,f21corr,f21,limflagmhi,confused,deconf_mode,ef21corr_sys,hitelescope,rms_hi,e_f21,dens_corr_b,f_s16sample_s,dens_corr_s,groupmass_b,groupid_b,dist_b,dens_b,f_dist_s,dist_s,f_s16sample_b,groupid_s,groupmass_s,dens_s,f_dist_b
rs0503,2.49806976,0,0.0,0.054491238163,0,1.28295,ECO02410,8.7849,2.0,1,12.9359,4.0,2693.0,173.073,0.811715,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.02,0.48,0.03,0.01,0.02,0.06,10.35,0.11,10.35,15.4,0.04,0.81934511,0.02,0.02,0.01,0.15,173.05588,0.08,0.09,11.24,21.47,13.27,11.7,12.75,0.72,1.91,-0.17,10.63,12.44,0.67,0.27,51.58,0.14,0.02,3.01,3.81,1.81,1.57,10.63,-99.0,5762.15,0.27,0.03,-21.89,2.72,12.26,0.27,0.04,0.03,5717.9,0.02,0.19,0.02,10.65,14.45,1,0.19,7.66,8.43,0,1,2,1.53,ALFALFA,2.9,0.14,12.66,1,11.76,12.59,20697,0.0,12.66,0,0.0,1,10592,12.51,11.76,0
rs0504,0.0175607,NaN,0.81357998,1.10373194763,NaN,1.14252,ECO13666,7.2542,1.0,1,10.3426,1.0,9522.0,173.069,0.5114,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.01,0.22,0.02,0.01,2.96,0.05,16.54,0.09,-99.0,20.35,0.04,0.51229042,0.05,0.86,0.57,0.13,173.06882,0.07,-99.0,-99.0,6.12,18.43,17.09,18.13,0.34,1.38,0.02,-99.0,17.96,0.4,0.23,15.15,-99.0,0.04,2.45,3.22,1.41,1.28,7.85,-99.0,4904.8,0.23,0.05,-16.16,2.16,17.91,0.23,0.03,0.15,4904.8,0.24,-99.0,0.03,16.4,19.41,0,0.0,0.0,0.32,1,0,0,0.0,ALFALFA,3.21,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
rs0505,1.45969272,0,0.0,0.054491238163,0,1.32914,ECO02443,9.77211,2.0,0,12.9359,4.0,2693.0,173.073,0.811715,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.02,0.58,0.03,0.01,0.01,0.06,9.99,0.11,10.06,16.01,0.04,0.80403671,0.03,0.07,0.02,0.15,173.08993,0.08,0.03,10.92,9.18,13.46,11.45,12.81,0.88,2.3,0.04,10.25,12.46,0.94,0.27,26.39,0.03,0.03,3.58,4.52,2.16,1.85,10.73,-99.0,5762.15,0.28,0.03,-21.84,3.24,12.23,0.28,0.04,0.03,5752.9,0.02,0.02,0.02,10.35,14.79,1,0.25,1.29,6.39,0,1,3,0.93,ALFALFA,3.2,0.23,12.66,1,11.76,12.59,20697,0.0,12.66,0,0.0,1,10592,12.51,11.76,0
rs0506,0.02708402,NaN,-999.0,2.6852722424,NaN,1.04355,ECO13667,7.39962,1.0,1,10.496,1.0,9523.0,173.143,0.8013,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.02,0.23,0.03,0.01,0.29,0.06,16.68,0.11,-99.0,20.24,0.04,0.80134335,0.05,5.97,0.48,0.15,173.1433,0.08,-99.0,-99.0,4.04,18.7,17.47,18.36,0.37,1.45,-0.02,14.62,18.2,0.32,0.27,8.56,0.48,0.03,2.42,3.2,1.34,1.2,7.97,-99.0,6076.0,0.28,0.03,-16.41,2.23,18.14,0.28,0.04,0.06,6076.0,0.21,-99.0,0.03,16.75,19.75,0,0.0,0.0,0.32,1,0,0,0.0,ALFALFA,3.06,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
rs0507,0.04555015,NaN,0.24298,1.62961074519,NaN,1.13324,ECO13320,7.62197,1.0,1,10.8509,1.0,9524.0,173.217,1.1727,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.02,0.17,0.02,0.01,0.59,0.06,15.53,0.1,-99.0,19.51,0.04,1.1726499,0.06,1.33,0.69,0.14,173.21815,0.07,-99.0,-99.0,7.1,17.57,16.72,17.27,0.26,1.26,-0.11,-99.0,16.64,0.94,0.24,25.12,-99.0,0.38,2.33,3.09,1.33,1.24,8.15,-99.0,5447.7,0.25,0.29,-17.26,2.02,17.24,0.25,0.03,0.61,5447.7,0.47,-99.0,0.14,15.89,18.54,0,0.0,0.0,0.25,1,0,0,0.0,ALFALFA,3.18,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
rs0508,0.10995948,0,0.35095999,1.16947373431,0,1.22448,ECO07284,7.82103,1.0,1,11.0699,1.0,5913.0,173.222,0.568,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.02,0.3,0.02,0.01,0.26,0.06,14.28,0.1,13.85,18.8,0.04,0.56814812,0.04,0.29,-99.0,0.14,173.22323,0.07,0.29,15.03,10.6,16.77,-99.0,16.24,0.46,1.56,0.01,14.23,16.11,0.24,0.24,31.52,0.43,0.07,2.64,3.43,1.55,1.38,8.87,-99.0,5706.34,0.25,0.03,-18.39,2.35,15.98,0.25,0.03,0.04,5713.3,0.05,0.51,0.06,14.55,17.75,1,0.0,0.0,1.65,0,0,0,0.0,ALFALFA,3.12,0.11,12.23,0,0.0,11.2,23863,0.79,12.22,0,0.0,1,0,0.0,0.0,0
rs0509,0.2831524,NaN,0.34812999,1.58226454767,NaN,1.5582,ECO02530,8.68772,1.0,1,11.4619,1.0,2782.0,173.34,0.7986,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.02,0.57,0.03,0.01,-99.0,0.06,-99.0,0.11,11.85,17.67,0.04,0.7987951,0.08,-99.0,0.11,0.15,173.33965,0.08,0.48,-99.0,10.38,15.13,13.52,14.44,0.85,2.07,0.07,-99.0,13.64,0.47,0.26,21.4,-99.0,0.13,3.28,4.09,2.06,1.78,10.03,-99.0,5575.43,0.27,0.03,-20.15,2.88,13.98,0.27,0.03,0.1,5573.4,0.03,-99.0,0.03,-99.0,16.46,1,0.0,0.0,0.99,0,0,0,0.0,GBT,1.0,0.07,12.48,1,11.96,11.46,20770,0.72,12.48,0,0.76,1,10659,11.56,11.96,0
rs0510,0.03536154,NaN,1.046,1.89656738004,NaN,1.15287,ECO13571,7.54957,1.0,1,10.8548,1.0,9525.0,173.495,4.345,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.02,0.38,0.02,0.01,-99.0,0.06,-99.0,0.1,-99.0,19.78,0.04,4.3451079,0.93,-99.0,-99.0,0.14,173.49474,0.07,-99.0,14.59,10.19,17.69,-99.0,17.2,0.61,1.9,-0.03,-99.0,16.4,0.58,0.24,28.43,-99.0,0.37,3.03,3.94,1.74,1.51,8.55,-99.0,5291.0,0.25,0.1,-17.27,2.81,16.41,0.25,0.03,0.75,5291.0,0.11,0.74,0.1,-99.0,18.68,0,0.0,0.0,0.63,0,0,0,0.0,ALFALFA,2.67,0.1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
rs0511,0.01681826,0,0.97250998,2.0792311427,0,2.15722,ECO10178,9.80653,1.0,1,11.2529,1.0,7820.0,173.516,2.9734,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.01,0.73,0.02,0.01,0.03,0.05,12.88,0.08,12.94,21.06,0.03,2.973466,0.05,0.08,0.07,0.12,173.51621,0.06,0.07,13.69,2.8,16.26,14.13,15.52,1.06,2.37,-0.05,13.04,15.13,0.69,0.2,7.79,0.11,0.03,3.86,4.75,2.55,2.22,9.77,-99.0,5792.91,0.21,0.02,-19.14,3.26,14.89,0.21,0.03,0.04,5807.5,0.59,0.11,0.02,13.07,17.86,1,0.0,0.0,0.12,1,0,0,0.0,GBT,0.91,0.0,10.79,1,10.92,11.31,25135,5.63,10.79,1,6.07,1,14856,11.47,10.92,0
rs0512,0.05765402,NaN,0.70379001,1.45111650636,NaN,1.34097,ECO10781,8.24819,1.0,1,10.9789,1.0,8183.0,173.572,3.8414,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.01,0.38,0.02,0.01,0.2,0.05,14.96,0.09,-99.0,19.77,0.04,3.8416482,0.21,0.35,0.42,0.12,173.57167,0.07,-99.0,15.44,4.89,17.56,16.25,17.05,0.58,1.71,0.1,14.85,16.78,0.91,0.22,12.7,0.15,0.03,2.84,3.61,1.71,1.51,8.85,-99.0,6526.34,0.23,0.08,-17.86,2.49,16.64,0.23,0.03,0.06,6513.1,0.05,0.41,0.06,15.35,18.54,1,0.0,0.0,0.21,0,0,0,0.0,GBT,0.73,0.03,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
rs0513,0.01701017,NaN,0.45943999,1.09400741407,NaN,1.41924,ECO13494,8.42276,1.0,1,10.7688,1.0,9526.0,173.602,1.1543,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.01,0.39,0.02,0.01,0.53,0.05,15.06,0.1,-99.0,20.56,0.04,1.1543608,0.03,0.54,0.2,0.13,173.60211,0.07,-99.0,15.98,3.16,17.78,16.36,17.32,0.58,1.72,0.13,-99.0,17.09,0.67,0.23,8.44,-99.0,0.02,2.95,3.76,1.82,1.62,8.39,-99.0,4983.4,0.24,0.02,-17.01,2.52,16.94,0.24,0.03,0.05,4983.4,0.12,0.36,0.04,15.12,19.05,0,0.0,0.0,0.31,1,0,0,0.0,ALFALFA,3.01,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
rs0514,0.046362,NaN,0.89283001,1.35470865237,NaN,1.07133,ECO13495,7.59241,1.0,1,10.8079,1.0,9527.0,173.633,3.6348,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.01,0.3,0.02,0.01,0.57,0.04,15.8,0.07,-99.0,19.57,0.03,3.6348913,0.07,1.45,0.66,0.09,173.63234,0.05,-99.0,15.92,5.04,17.94,16.79,17.57,0.47,1.61,-0.09,-99.0,17.34,0.47,0.17,10.3,-99.0,0.05,2.61,3.42,1.47,1.3,8.37,-99.0,5923.4,0.17,0.03,-17.12,2.42,17.31,0.17,0.02,0.06,5923.4,0.11,0.31,0.04,16.01,19.06,0,0.0,0.0,0.42,0,0,0,0.0,ALFALFA,2.58,0.11,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
rs0515,0.03721299,NaN,1.29030001,1.04500339522,NaN,1.29131,ECO12776,7.70699,1.0,1,10.7803,1.0,9528.0,173.769,1.676,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.02,0.45,0.02,0.01,0.69,0.06,16.63,0.1,-99.0,20.0,0.04,1.6758695,1.28,1.15,1.54,0.14,173.76893,0.07,-99.0,-99.0,6.14,18.1,16.08,17.7,0.68,1.84,-0.08,-99.0,17.29,0.85,0.24,12.04,-99.0,0.03,2.88,3.65,1.72,1.49,8.71,-99.0,5990.8,0.25,0.05,-17.04,2.61,16.77,0.25,0.03,0.33,5990.8,0.05,-99.0,0.03,15.32,19.41,0,0.0,0.0,0.25,1,0,0,0.0,ALFALFA,2.78,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
rs0516,0.58322012,1,0.58419001,3.45070350607,3,1.02752,ECO02641,7.34979,1.0,1,11.3419,1.0,2840.0,173.771,2.5514,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.02,0.16,0.03,0.01,0.27,0.07,13.18,0.12,12.96,16.78,0.05,2.5514395,0.08,0.09,0.1,0.16,173.77043,0.09,0.23,13.64,18.91,15.15,14.17,14.87,0.25,1.23,-0.05,12.82,14.71,0.26,0.29,41.46,0.34,0.04,2.15,2.87,1.18,1.08,9.07,-99.0,5081.88,0.3,0.03,-19.52,1.94,14.59,0.3,0.04,0.03,5085.3,0.02,0.14,0.04,13.32,16.07,1,0.0,0.0,3.39,0,0,0,0.0,ALFALFA,2.14,0.07,11.08,1,11.01,11.34,20822,5.01,11.08,1,25.06,1,10709,11.21,11.01,0
rs0517,0.21335138,NaN,0.6419,1.41453097021,NaN,0.828411,ECO10114,9.14295,1.0,1,11.2719,1.0,7777.0,173.781,4.221,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.01,0.5,0.02,0.01,0.06,0.05,12.65,0.09,12.89,18.28,0.04,4.221012,0.04,0.17,0.05,0.12,173.78109,0.07,0.18,13.85,3.37,16.16,14.33,15.58,0.8,2.19,0.08,12.93,15.3,0.68,0.22,7.79,0.23,0.03,3.25,4.23,1.86,1.56,9.49,-99.0,6233.56,0.22,0.02,-19.23,3.17,15.02,0.22,0.03,0.03,6233.1,0.03,0.02,0.02,13.11,17.25,1,0.0,0.0,0.54,0,0,0,0.0,GBT,1.14,0.06,11.55,1,11.57,11.24,25115,3.96,11.51,0,3.72,1,14837,11.36,11.57,0
rs0518,0.02128759,NaN,0.56674999,0.996121983528,NaN,0.75887,ECO13668,7.88711,1.0,1,9.88886,1.0,9529.0,173.795,1.9868,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.02,0.19,0.03,0.01,0.79,0.06,16.77,0.12,-99.0,20.53,0.04,1.9867844,0.1,1.36,0.87,0.16,173.7952,0.08,-99.0,-99.0,1.9,18.98,17.98,18.73,0.34,1.5,0.05,-99.0,18.63,0.75,0.28,4.19,-99.0,0.04,2.28,3.12,1.12,0.97,7.59,-99.0,4972.1,0.29,0.08,-15.62,2.34,18.09,0.29,0.04,0.07,4972.1,0.38,-99.0,0.04,16.69,19.78,0,0.0,0.0,0.25,1,0,0,0.0,ALFALFA,2.98,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
rs0519,1.06407297,0,0.72065002,0.446197309097,0,1.08646,ECO02663,8.41843,1.0,1,11.7449,1.0,2858.0,173.904,0.1278,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.02,0.39,0.02,0.01,0.14,0.06,11.6,0.1,11.56,16.4,0.04,0.12777681,0.02,0.11,0.03,0.14,173.90387,0.07,0.15,12.46,11.88,14.4,12.86,13.93,0.61,1.8,-0.09,11.81,13.69,0.6,0.24,23.17,0.03,0.02,2.84,3.67,1.65,1.43,9.97,-99.0,5768.39,0.25,0.02,-20.73,2.63,13.49,0.25,0.03,0.03,5776.9,0.02,0.06,0.03,11.87,15.42,1,0.0,0.0,3.07,0,0,0,0.0,ALFALFA,3.01,0.12,12.04,1,11.74,11.55,20839,3.01,11.79,0,3.19,1,10727,11.52,11.74,0
rs0520,0.25380412,0,0.48021999,1.21544372124,0,0.92573,ECO07365,8.74173,1.0,1,11.1029,1.0,5968.0,173.911,1.3576,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.02,0.22,0.02,0.01,0.06,0.06,13.99,0.1,13.92,17.73,0.04,1.3576178,0.1,0.13,0.27,0.14,173.9117,0.07,0.13,14.39,3.75,16.24,15.04,15.9,0.35,1.41,-0.08,14.04,15.75,0.87,0.25,11.39,0.16,0.03,2.28,3.03,1.22,1.09,8.79,-99.0,5201.73,0.25,0.04,-18.53,2.16,15.54,0.25,0.03,0.03,5208.8,0.04,0.51,0.03,14.26,17.07,1,0.0,0.0,3.37,0,0,0,0.0,ALFALFA,2.73,0.08,11.14,0,0.0,11.32,23897,8.5,11.14,0,0.0,1,0,0.0,0.0,0
rs0521,0.11745372,NaN,0.30473,1.24731849619,NaN,0.915659,ECO07596,7.96347,1.0,1,11.0719,1.0,6129.0,174.114,3.9753,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.01,0.41,0.02,0.01,0.08,0.04,14.23,0.07,14.41,18.99,0.03,3.9754621,0.02,0.14,0.15,0.1,174.11386,0.05,0.49,15.02,6.36,17.08,15.58,16.64,0.66,1.92,-0.13,14.18,16.37,0.24,0.18,13.8,0.19,0.02,2.94,3.82,1.68,1.44,8.97,-99.0,6566.44,0.18,0.03,-18.28,2.8,16.14,0.18,0.02,0.06,6574.8,0.18,0.18,0.02,14.46,18.15,1,0.0,0.0,1.3,0,0,0,0.0,ALFALFA,2.4,0.09,10.89,1,10.91,11.22,24002,4.75,10.89,0,4.46,1,13731,11.12,10.91,0
rs0522,0.7487303,NaN,0.3075,2.2901999379,NaN,1.04189,ECO02796,7.99728,1.0,1,11.5109,1.0,2951.0,174.226,4.1236,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.01,0.25,0.02,0.01,0.11,0.05,12.79,0.09,12.58,16.98,0.04,4.1236888,0.03,0.28,0.07,0.12,174.22604,0.07,0.71,13.79,10.31,15.26,14.17,14.92,0.4,1.49,-0.08,12.97,14.69,0.79,0.22,22.42,0.08,0.08,2.46,3.24,1.37,1.22,9.43,-99.0,6630.17,0.23,0.02,-20.03,2.27,14.63,0.23,0.03,0.08,6634.6,0.02,0.26,0.02,13.12,16.25,1,0.0,0.0,1.5,0,0,0,0.0,ALFALFA,2.26,0.07,10.92,1,10.93,11.35,20914,5.41,10.91,0,5.08,1,10802,11.35,10.93,0
rs0523,0.02998543,NaN,0.29729,1.11854888601,NaN,1.38128,ECO13669,7.68971,1.0,1,10.5707,1.0,9530.0,174.382,0.2737,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.01,0.5,0.02,0.01,0.95,0.04,-99.0,0.08,-99.0,19.65,0.03,0.27399569,0.08,-99.0,-99.0,0.11,174.38211,0.06,-99.0,-99.0,6.83,18.77,-99.0,17.91,0.81,2.25,0.21,-99.0,17.43,0.5,0.2,13.49,-99.0,0.11,3.19,4.13,1.74,1.44,8.67,-99.0,5296.5,0.2,0.03,-16.55,3.19,17.48,0.2,0.03,0.07,5296.5,0.13,-99.0,0.03,16.75,18.87,0,0.0,0.0,0.26,0,0,0,0.0,AO,0.54,0.02,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
rs0524,0.22535132,NaN,0.26561999,0.574683597861,NaN,1.01736,ECO07547,7.03691,1.0,1,11.1189,1.0,6094.0,174.408,3.3245,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.01,0.18,0.02,0.01,0.27,0.04,14.17,0.07,-99.0,17.81,0.03,3.3245427,0.09,0.29,-99.0,0.09,174.40727,0.05,-99.0,15.61,13.9,16.27,-99.0,16.0,0.28,1.29,-0.15,14.12,15.77,0.36,0.17,26.65,0.18,0.16,2.22,2.96,1.21,1.11,8.71,-99.0,5515.04,0.17,0.02,-18.55,2.03,15.79,0.17,0.02,0.05,5549.7,0.04,0.34,0.02,14.21,17.27,1,0.0,0.0,2.32,0,0,0,0.0,ALFALFA,2.64,0.09,11.5,0,0.0,11.25,23976,1.68,11.5,0,0.0,1,0,0.0,0.0,0
rs0525,0.01149072,NaN,1.24549997,1.04500339522,NaN,1.28806,ECO13670,7.88813,1.0,1,10.415,1.0,9531.0,174.41,1.0866,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.01,0.35,0.02,0.01,0.65,0.05,16.45,0.1,-99.0,21.33,0.04,1.0866555,0.14,0.77,1.37,0.13,174.40987,0.07,-99.0,-99.0,3.11,18.78,17.71,18.45,0.54,1.66,0.12,14.95,18.12,0.76,0.24,7.66,0.22,0.04,2.87,3.69,1.75,1.56,8.07,-99.0,5959.8,0.24,0.07,-16.27,2.48,17.81,0.24,0.03,0.24,5959.8,0.2,-99.0,0.05,17.12,19.57,0,0.0,0.0,0.27,1,0,0,0.0,ALFALFA,2.98,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
rs0526,0.09263001,NaN,0.81730002,1.35470865237,NaN,1.10914,ECO07601,8.67669,1.0,1,11.0329,1.0,6132.0,174.436,4.0751,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.01,0.35,0.02,0.01,0.63,0.04,14.44,0.08,14.06,19.11,0.03,4.075059,0.04,0.47,0.28,0.11,174.43621,0.06,0.16,14.91,3.58,16.99,15.68,16.57,0.55,1.75,-0.03,-99.0,16.32,0.64,0.19,10.35,-99.0,0.02,2.82,3.67,1.62,1.42,8.83,-99.0,5875.95,0.19,0.04,-18.11,2.6,16.18,0.19,0.02,0.04,5877.9,0.17,0.22,0.04,14.78,18.02,1,0.0,0.0,0.26,0,0,0,0.0,AO,0.53,0.02,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
rs0527,0.03496136,NaN,0.30768001,0.574477891524,NaN,1.02066,ECO13671,7.87764,1.0,1,10.6801,1.0,9532.0,174.619,0.3005,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.01,0.12,0.02,0.01,0.43,0.04,17.02,0.08,-99.0,19.76,0.03,0.30051412,0.06,0.57,-99.0,0.11,174.61851,0.06,-99.0,-99.0,3.75,18.44,-99.0,17.63,0.19,1.12,1.13,-99.0,17.5,0.89,0.19,14.46,-99.0,0.09,2.03,2.74,1.1,1.03,7.75,-99.0,5207.1,0.2,0.26,-16.78,1.82,17.93,0.2,0.03,0.12,5207.1,0.07,-99.0,-99.0,16.85,19.13,0,0.0,0.0,0.26,1,0,0,0.0,ALFALFA,3.11,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
rs0528,0.6860109,NaN,0.0,0.0272277513097,NaN,1.20329,ECO02900,8.93689,3.0,1,12.0869,3.0,2999.0,174.775,3.55024,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.01,0.54,0.02,0.01,0.06,0.05,11.31,0.09,11.11,16.67,0.03,3.5809877,0.07,0.25,0.11,0.12,174.72886,0.06,0.2,12.09,15.41,14.32,12.55,13.73,0.82,2.1,-0.24,11.42,13.4,0.56,0.21,48.1,0.05,0.02,3.25,4.13,1.97,1.69,10.23,-99.0,5483.53,0.21,0.04,-20.79,2.97,13.19,0.21,0.03,0.06,5436.4,0.06,0.2,0.03,11.38,15.45,1,0.07,4.78,4.79,0,1,1,4.61,ALFALFA,2.59,0.08,11.64,1,11.34,12.09,20958,0.0,11.64,1,4.91,1,10844,11.98,11.34,0
rs0529,0.05496886,NaN,-999.0,0.0272277513097,NaN,1.01721,ECO10191,8.33257,3.0,0,12.0869,3.0,2999.0,174.775,3.55024,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.01,0.33,0.02,0.01,0.09,0.05,15.06,0.09,13.99,19.33,0.03,3.6007886,0.17,0.38,0.46,0.12,174.73052,0.06,0.5,15.4,3.1,17.6,16.0,17.17,0.53,1.72,0.09,-99.0,16.96,0.62,0.22,7.18,-99.0,0.04,2.72,3.56,1.53,1.34,8.49,-99.0,5483.53,0.22,0.33,-17.35,2.55,16.81,0.22,0.03,0.23,5452.5,0.1,0.29,0.06,15.24,18.65,1,0.07,4.67,4.79,0,1,1,4.67,ALFALFA,2.59,0.08,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
rs0530,0.02895083,NaN,0.70065999,0.854060230413,NaN,0.940152,ECO13672,7.18873,1.0,1,10.2017,1.0,9533.0,174.801,1.1579,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.01,0.1,0.02,0.01,1.49,0.05,-99.0,0.09,-99.0,20.46,0.03,1.1579238,0.05,-99.0,0.61,0.12,174.80123,0.06,-99.0,-99.0,3.8,18.55,18.04,18.49,0.15,1.1,-0.04,-99.0,18.36,0.31,0.21,8.03,-99.0,0.04,1.97,2.68,1.02,0.96,7.59,-99.0,5300.8,0.22,0.03,-15.97,1.82,18.4,0.22,0.03,0.09,5300.8,0.49,-99.0,0.03,16.95,19.44,0,0.0,0.0,0.33,1,0,0,0.0,ALFALFA,3.26,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
rs0531,0.69810587,NaN,0.2411,0.257844506724,NaN,1.25125,ECO02908,9.17921,3.0,0,12.0869,3.0,2999.0,174.775,3.55024,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.01,0.49,0.02,0.01,0.1,0.05,11.57,0.09,11.85,16.69,0.03,3.4711434,0.16,0.3,0.1,0.12,174.8618,0.06,0.14,12.46,9.32,14.64,12.94,14.11,0.74,1.94,-0.12,12.0,13.82,0.75,0.21,28.74,0.05,0.03,3.02,3.82,1.81,1.56,10.07,-99.0,5483.53,0.21,0.06,-20.47,2.75,13.51,0.21,0.03,0.03,5598.3,0.08,0.11,0.03,11.97,15.76,1,0.0,0.0,5.6,0,0,0,0.0,ALFALFA,2.87,0.11,11.64,1,11.34,12.09,20958,0.0,11.64,1,4.91,1,10844,11.98,11.34,0
rs0532,0.16524699,NaN,0.35999,0.446197309097,NaN,0.892466,ECO07241,9.18213,1.0,1,11.1159,1.0,5884.0,174.874,0.1165,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.01,0.4,0.02,0.01,0.11,0.05,13.77,0.09,13.89,18.36,0.03,0.11662229,0.05,0.07,0.11,0.12,174.87362,0.06,0.27,14.57,2.32,16.6,15.02,16.12,0.63,1.85,0.05,13.88,15.89,0.95,0.22,5.88,0.08,0.02,2.82,3.67,1.59,1.36,9.05,-99.0,5737.3,0.22,0.05,-18.51,2.7,15.71,0.22,0.03,0.04,5737.9,0.06,0.09,0.02,14.03,17.6,1,0.0,0.0,0.33,0,0,0,0.0,AO,2.03,0.05,0.0,1,11.52,0.0,0,0.0,0.0,1,5.06,0,13596,11.18,11.52,0
rs0533,0.42340067,NaN,0.36085001,2.78433286905,NaN,1.43606,ECO02913,8.86611,1.0,1,11.5809,1.0,3008.0,174.91,4.4656,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.01,0.55,0.02,0.01,0.04,0.04,11.99,0.07,11.74,17.1,0.03,4.4656903,0.05,0.05,0.05,0.1,174.91005,0.05,0.24,12.44,10.51,14.96,13.27,14.37,0.83,2.05,-0.15,11.99,14.05,0.6,0.18,24.82,0.11,0.03,3.2,4.01,1.98,1.7,10.09,-99.0,5618.47,0.18,0.07,-20.2,2.86,13.8,0.18,0.02,0.1,5613.4,0.1,0.21,0.02,12.27,16.23,1,0.0,0.0,3.92,0,0,0,0.0,ALFALFA,2.61,0.11,11.89,1,11.92,11.67,20969,3.72,11.89,1,5.17,1,10854,11.64,11.92,0
